The script	SUB	Create	hidden directory	HIDDEN PATH
The script	SUB	Execute	item.dat	FILE
The script	SUB	Change	SmartScreenEnabled to Off	SmartScreenEnabled REGKEY
Function from System.Management.Automation	FUNCTION	Change	Value of a non-public, static field	NON-PUBLIC FIELD
The script	SUB	Use	new-object net.webclient	net.webclient COMMAND
The script	SUB	Download	https://root-head.com/2708.bs64	URL
Invoke-WebRequest	COMMAND	Download	additional payload	EXE
WD.PS1	EXE	Have	byte array	DATA
The script	SUB	Download	http://8.142.44.127:81/image/qianxinn.png	FILE
The script	SUB	Connect	https://stevemisatih.com/invoice/get.php	URL
Sexology.~!!!!!!!!!!!!!!!!~	FILE	Hosted	C:\ProgramData\TUKHAMTASSER	ProgramData PATH
The script	SUB	Have	-exec bypass	BYPASS PARAMETER
The script	SUB	Have	Decryption Routine	DECRYPTION TOOL
The script	SUB	Access	URL	URL
the script	SUB	Execute	Invoke-Expression	COMMAND
The script	SUB	Create	a scheduled task	TASK
alias '8n953bcf7u4otjrsqagxh2kzyi06ldmw'	ALIAS	ReferTo	function 'IGEUWHBKBY'	FUNCTION
The script	SUB	Access	http://zeytinburnucastajanslari.bykmedya.com/WebiconsetMobile-Wireless.txt	FILE
The script	SUB	Create	$AA	FILE
$AA	FILE	Have Name	random string	RANDOM STRING
VsEnhance.bat	EXE	Execute	VsLabsData.ps1	EXE
The script	SUB	Create	PNG image file t.png	FILE
start-sleep -Seconds 15	SLEEP	Have	-Seconds 15	TIME
The script	SUB	Use	WScript.Shell	WAPI
The script	SUB	Download	u.exe	EXE
start-sleep	SLEEP	Have	7-second delay	TIME
The script	SUB	Delete	C:\Windows\Temp\KL.ps1	EXE
The script	SUB	Use	CreateThread	WAPI
The script	SUB	Have	Base64 Encoding	OBF
The script	SUB	Check	Pointer size is 8	POINTER SIZE
oghygb4	FUNCTION	Have	Obfuscated Code	OBF
The script	SUB	Connect	a URL	URL
py.ps1	EXE	Hosted	C:\ProgramData\Document	ProgramData PATH
WD.PS1	EXE	Have	obfuscated PowerShell code	OBF
iex	COMMAND	Decode	$c	OBF
batch file	EXE	Hosted	'C:\Users\Public\Run' folder	PATH
system information	PVI	Have	username	PVI
The script	SUB	SetPermission	read and write	PERMISSION TO MEMORY
The script	SUB	Use	Telegram bot token	BOT TOKEN
The script	SUB	Connect	Dropbox	EXTERNAL SERVICE
PowerShell script	SUB	Have	empty Try-Catch blocks	EMPTY Try-Catch
The script	SUB	Change	Registry	REGKEY
The script	SUB	Use	iex	COMMAND
Base64 encoded command	OBF	Decoded	PowerShell command	PS COMMAND
The script	SUB	Execute	s.exe	EXE
powershell.exe	PS COMMAND	Download	a powershell file	EXE
The script	SUB	Set	Custom User-Agent String	USER AGENT
kernel32.dll	DLL	Have	VirtualProtect	WAPI
dynamic assemblies	DYNAMIC ASSEMBLY	Use	DefineType	FUNCTION
The script	SUB	Execute	Win32VirtualAlloc function	WAPI
infinite loop	LOOP	Have	while(1)	Infinite Loop
new thread	THREAD	Execute	shellcode	EXE
The script	SUB	Download	SystemLogin.vbs	EXE
script	SUB	Use	ToUnicode API	WAPI
function ESTRDYUGIOHJPIUGYUFTDRSRTDYUGIOHJPK	FUNCTION	ConvertedTo	byte array	DATA
The script	SUB	Use	-exec bypass	BYPASS PARAMETER
scheduled task	TASK	Execute	remote script	REMOTE CODE
multiple files (.ps1, .bat, .vbs)	EXE	Saved	a directory named Document within C:\ProgramData	ProgramData PATH
VirtualProtect	WAPI	Protect	memory region	MEMORY
The script	SUB	Have	-w hidden	BYPASS PARAMETER
The script	SUB	Use	rundll32.exe	EXE
hexadecimal strings	DATA	ConvertedTo	byte array	DATA
POST request	POST	Uploaded	Discord webhook URL	URL
Marshal.GetDelegateForFunctionPointer	Marshal WAPI	Create	delegate	DELEGATE
MEMEMAN directory	PATH	LocatedIn	C:\ProgramData	ProgramData PATH
DLL	OBF	Use	CreateThread	WAPI
hardcoded access token	Access Token	Access	Dropbox account	EXTERNAL SERVICE
The script	SUB	Use	System.Reflection.Assembly::Load	System.Reflection.Assembly Assembly
The script	SUB	Use	Reflection	REFLECTION
The script	SUB	Change Directory	C:\Users\$env:username\AppData\Local\Microsoft\Windows\Update\	USER APPDATA PATH
The script	SUB	Execute	ToUnicode	WAPI
The script	SUB	ESCALATE	-ep bypass	PARAMETER
The script	SUB	Run	PowerShell instance	EXE
agreeBrood.jpg	FILE	Hosted	C:\users\public	PATH
malicious DLL	DLL	InjectedInto	explorer.exe	PROCESS
The script	SUB	Have	reflective DLL injection	ACTION
The script	SUB	Execute	PowerShell script	EXE
The script	SUB	Modify	wallpaper	ACTION
GPA	FUNCTION	Create	dynamic method	DYNAMIC FUNCTION
a temporary file	EXE	Hosted In	system's temp directory	PATH
The script	SUB	Execute	loop	LOOP
PowerShell script	SUB	Have	Base64 Encoded Data	OBF
Base64 Encoded String	OBF	Decode	potentially malicious payload	OBF
The script	SUB	Decode	obfuscated Base64 string	OBF
new thread	THREAD	Exeucte	shellcode	CODE
The script	SUB	Execute	code in memory	CODE
command-line arguments	COMMAND	Have	powershell	PS COMMAND
specific key presses	EVENT	Include	Ctrl + C	EVENT
PowerShell	PS COMMAND	Inject	DLL	OBF
encoded x86 assembly code	ASM	Execute	EICAR test string	EICAR STRING
text file	FILE	Contains	full name	PVI
The script	SUB	Create	new thread	THREAD
The script	SUB	Create	Dynamic Assembly	ASM
The script	SUB	Create	Add.bat	EXE
Start-Sleep	COMMAND	Execute	the program execution for 6 seconds	SLEEP
The script	SUB	Modify	System Web Proxy and Default Credentials	DATA
The script	SUB	Have	-NoE	PARAMETER
the script	SUB	Upload	Dropbox account	SERVICE
The script	SUB	Download	NSudo.exe	EXE
Set-ItemProperty	COMMAND	Change	registry key	REGKEY
WaitForSingleObject	WAPI	Execute	wait until the thread to finish	WAIT
The script	SUB	Encode	commands	COMMAND
The script	SUB	Check	PowerShell version	PVI
The script	SUB	Execute	iex	COMMAND
The script	SUB	Executes	start-job	COMMAND
The script	SUB	Delete	screenshots	PVI
The script	SUB	OBF	base64 encoding and decompression	OBF
The script	SUB	Execute	evil.exe	EXE
The script	SUB	Add Exclusion	.dll	FILE
The script	SUB	Have	VirtualAlloc	WAPI
Hardware breakpoints	BREAKPOINT	Bypass	AMSI	DEFENDER
INSTALL function	Function	Create	VBScript	EXE
The script	SUB	Change	memory protection level	SETTING
The script	SUB	Have	-WindowStyle Hidden	PARAMETER
System information	PVI	Includes	Wi-Fi passwords	PVI
The script	SUB	Create	Add.vbs	EXE
Ctrl + X	Action	Trigger	clipboard monitoring	ACTION
The script	SUB	Create	xx.bat	EXE
script	SUB	Create	new thread	THREAD
install.vbs	EXE	Decode	LONG_BYTE_SEQUENCE	OBF
The script	SUB	Execute	iex $text	COMMAND
entire screen	PVI	Saved	$env:USERPROFILE\AppData\Local\Temp\$env:computername-Capture.png	FILE
curl	EXE	UPLOAD	POST request	DATA
file.exe	EXE	Downloaded	https://example.com/file.exe	URL
The script	SUB	Connect	Remote Server	EXTERNAL SERVICE
The script	SUB	Create	WKDXIRNNHFHKNAFGOARGSL.vbs	EXE
The script	SUB	Copy	base64 decoded data	OBF
The script	SUB	Create	multiple files	FILE
VirtualAlloc	WAPI	CalledWith	flProtect: 0x40	PARAMETER
The script	SUB	Allocate	memory	MEMORY
The script	SUB	Create	.NET assembly	EXE
TBFLVIISWLYQJRIYEDPLGO.bat	EXE	Have	Obfuscated String	OBF
PasswordVault class	CLASS	Collect	stored passwords	PVI
The script	SUB	Execute	ROBOCOPY	COMMAND
arx-Slkmrtswx.exe	EXE	Downloaded	http://80.66.75.25/	URL
YWGCNHBTTYGDVSHYYNDAIO.vbs	EXE	Created By	The script	SUB
The script	SUB	Use	-NoProfile and -WindowStyle Hidden	PARAMETER
t.png	FILE	Convert	byte array	FILE
The script	SUB	Have	string concatenation	OBF
PDF.ps1	FILE	Use	reflection	ACTION
The script	SUB	Use	Reflection.Assembly.Load	Function
The script	SUB	Have	-nop	BYPASS PARAMETER
complex byte array ($fHuDQdbdRNHLE)	OBF	Dencrypt	x86 assembly instructions	ASM
The script	SUB	Collect	operating system details	PVI
getit	FUNCTION	Perform	Execute	ACTION
The script	SUB	Download	file.exe	EXE
Get-WebCamImage	PS COMMAND	capture	images from the webcam	PVI
VirtualAlloc	WAPI	Allocate	decoded byte sequence	OBF
The script	SUB	Have	obfuscated or encrypted payload	OBF
The script	SUB	Execute	code from a remote server	CODE
The script	SUB	Load	an assembly	EXE
a   file	FILE	Saved	user's temporary folder	TEMP PATH
The script	SUB	Monitor	Left Ctrl + Right Ctrl	ACTION
tmpD994.tmp	FILE	Hosted	C:\Users\Owner\AppData\Local\Temp	PATH
The script	SUB	Delete	Itself	ACTION
encoded strings	OBF	Have	http://192WSEDRFGTYHUJIK227WSEDRFGTYHUJIK225WSEDRFGTYHUJIK184/fdgfdsWSEDRFGTYHUJIKtxt	URL
The script	SUB	Use	PowerShell Execution Policy Bypass	PowerShell Execution Policy Bypass ACTION
The script	SUB	Execute	g.exe	EXE
The script	SUB	Use	Obfuscation	OBF
specific file types	DATA	Include	environment variables	DATA
New.vbs	EXE	Save	C:\Users\Public\Run\New.vbs	PATH
The script	SUB	Create	new event filter and consumer	ACTION
Add.vbs	EXE	Execute	batch file	EXE
The script	SUB	Execute	YWGCNHBTTYGDVSHYYNDAIO.bat	EXE
The script	SUB	Have	$pgfPZfQqYmkrtxEjYM	PARAMETER
The script	SUB	Download	max.exe	EXE
$cake	VAR	Is	Base64 encoded string	OBF
obfuscated byte array	DATA	CopiedInto	memory space	MEMORY
Report.ps1	EXE	Hosted	C:\Users\Public\Music	PATH
The script	SUB	Execute	bitsadmin	COMMAND
The script	SUB	Search	user's Documents folder and its subdirectories	PATH
The script	SUB	DOWNLOAD	https://1drv.ms/u/s!AiQ6jQ57z2DhgY?e=54952849	URL
The script	SUB	Create	log.ps1	FILE
The script	SUB	Execute	while ($true)	LOOP
The script	SUB	Collect	city	PVI
Received data	OBF	DecodedWith	ASCII encoding	PARAMETER
The script	SUB	Check	c:\windows\system32\vmware.dll	FILE
The script	SUB	Use	VirtualAlloc	WAPI
The script	SUB	Have	while(1)	LOOP
The script	SUB	Have	-ep bypass	BYPASS PARAMETER
The script	SUB	Collect	user and system details	PVI
aAB0AHQAcAA6AC8ALwAxADIALgA0ADgALgAxADgANgAuADkAOAA6ADQANAAzAA==	URL	Have Name	random string	RANDOM STRING
IEX	IEX COMMAND	Execute	encoded Powershell code	OBF
The script	SUB	Download	a file	EXE
hidden directory	PATH	Hosted	1.bat	EXE
The script	SUB	USE	reflection	FUNCTION
encoded command	OBF	Have	http://ozoz.com/wp-content/sngl/310307041dobj2pkd	URL
The script	SUB	Contact	remote server	EXTERNAL SERVICE
The script	SUB	Execute	encoded command	COMMAND
The script	SUB	Connect	91.92.136.20	IP ADDRESS
The script	SUB	Delete	.lnk files	FILE
go function	ACTION	Write	install.ps1	EXE
The script	SUB	Use	PowerShell	PS COMMAND
The script	SUB	Create	VBScript file	FILE
Commands	COMMAND	CAN	disable security features	ACTION
$screens.Bounds	COMMAND	Save	$env:USERPROFILE\AppData\Local\Temp\COMPUTERNAME-Capture.png	FILE
The script	SUB	Download	https://updatea1.com/s3ok71/index/...	URL
The script	SUB	Use	VirtualProtect	WAPI
scheduled task named log	TASK	Execute	VBScript	SCRIPT
batch file WD.bat	EXE	Execute	PowerShell script WD.PS1	EXE
a scheduled task	TASK	Execute	sqmapi.vbs	EXE
The script	SUB	Execute	schtasks	COMMAND
The script	SUB	Use	rundll32	EXE
The script	SUB	Execute	$screens.Bounds	ACTION
The script	SUB	Write	process ID (PID) to a temporary file	FILE
Base64 payload	OBF	Decrypted	shellcode	CODE
The script	SUB	Collect	Sensitive Data	PVI
.NET assembly	ASSEMBLY	Executed By	The script	EXECUTE
The script	SUB	Connect	https://1drv.ms/u/s!AiQ8M5p3402FgQ	URL
The script	SUB	Download	2.tar.gpg	FILE
The script	SUB	Modify	REG ADD HKCU\Software\Classes\CLSID\{fdb00e52-a214-4aa1-8fba-4357bb0072ec} /f	REGKEY
The script	SUB	Disable	PowerShell transcript logging	PS Transcript logging
directory in C:\ProgramData\WD	FOLDER	Have	WD.bat	EXE
The script	SUB	Execute	CreateThread	ACTION
The script	SUB	Execute	Microsoft.VisualBasic.Interaction.CallByname	Interaction.CallByname WAPI
The script	SUB	Terminate	RegSvcs	PROCESS
The script	SUB	Execute	PresentationCore	CODE
new-object net.webclient	COMMAND	Have	downloadstring	PARAMETER
The script	SUB	Use	ADODB.Connection	WAPI
$ODW	VAR	Host	RegSvcs.exe	EXE
The script	SUB	Create	'R##egSvc#####s.exe'	EXE
The script	SUB	Access	System's default proxy	PVI
The script	SUB	Execute	CgKYDo.exe	EXE
The script	SUB	Execute	without user interaction	ACTION
The script	SUB	Download	powershell.exe	EXE
The script	SUB	Write	Sexology.~!!!!!!!!!!!!!!!!~	FILE
$ClqZsAS	COMMAND	Have	unknown source	SOURCE
$hnzVudhxc	OBF	Copied	memory	MEMORY
shellcode	EXE	Loaded	executable memory	MEMORY
Error Suppression	ERROR HANDLER	Use	try-catch block	TRY-CATCH
delegate	DELEGATE	ReferTo	execute code at memory address	CODE
peltgon.zip	FILE	Hosted	https://tengkis.b-cdn.net/peltgon.zip	URL
The script	SUB	Have	-NonI	PARAMETER
HKCU:\SOFTWARE\Microsoft\Windows\CurrentVersion\Run	REGKEY	Set Value	TrlUqMsx	VALUE
Add-Type -TypeDefinition	COMMAND	Bypass	PowerShell script execution policy	PowerShell script execution policy ACTION
The script	SUB	Use	Reflection.Assembly	WAPI
script	SUB	Obfuscates	byte array	OBF
$B456	PARAMETER	Concatenate	$C789	PARAMETER
The script	SUB	Allocates	executable memory	MEMORY
The script	SUB	Use	base64 encoded byte array	OBF
Base64 strings	OBF	ConvertedTo	files	FILE
The script	SUB	Download	tera15.zip	FILE
The script	SUB	Copy	Byte Array	DATA
The script	SUB	Create	new object using IO.Compression.DeflateStream	ACTION
The script	SUB	Have	$dook	OBF
VirtualAlloc Function	WAPI	Hosted	kernel32.dll	LIBRARY
byte array	DATA	Have	x86 assembly code	CODE
Invoke-WebRequest	COMMAND	Have	Download	ACTION
The script	SUB	Execute	lsma12.exe	EXE
VBScript (JJVXCDAUCHAIHBIEPXDBCS.vbs)	EXE	Download and Execute	file	FILE
PowerShell script	SUB	Define	function Func1	FUNCTION
Invoke-Expression	COMMAND	Have	-ExecutionPolicy Bypass	PARAMETER
PDF.ps1	FILE	Decode	Base64 strings	OBF
The script	SUB	Use	obfuscated Code	OBF
PowerShell script (Smart.ps1)	EXE	Have	command-line switches (-NOP, -WIND, -HIDDEN, -eXEC, -BYPASS, -NONI)	BYPASS PARAMETER
PowerShell command	PS COMMAND	Download	malicious content	DATA
The script	SUB	Use	Base64 encoded command	OBF
The script	SUB	Execute	p9d2s.exe	EXE
The script	SUB	Create	PasswordVault class	CLASS
The script	SUB	Add Exclusion	scheduled task for persistence	TASK
Base64 Encoded Command	OBF	Have	powershell -NoP -sta -w 1 -enc <encoded_command>	PS COMMAND
powershell -NoP -sta -w 1 -enc <encoded_command>	PS COMMAND	Have -NoP -sta -w 1	BYPASS PARAMETER
powershell -NoP -sta -w 1 -enc <encoded_command>	PS COMMAND	Have	-enc <encoded_command>	ENCODED PARAMETER	
The script	SUB	Execute	Set-ExecutionPolicy -Scope CurrentUser Bypass -Force	PS COMMAND
Set-ExecutionPolicy -Scope CurrentUser Bypass -Force	PS COMMAND	Have	PowerShell script execution policy setting	PowerShell script execution policy ACTION	
The script	SUB	Decodes	obfuscated Base64 string	DATA
This script	SUB	Use	DefineDynamicAssembly	Dynamic_Assembly_Encryption
The script	SUB	Delete	temporary files and folders	TEMP PATH
New.vbs	EXE	SavedTo	C:\Users\Public\Run\	PATH
The script	SUB	Hide	output	ACTION
The script	SUB	Add Exclusion	log-analyzer.exe	EXE
The script	SUB	Download	https://example.com/malicious.exe	EXE
Ctrl + Ctrl key press	EVENT	Trigger	send specific message	ACTION
The script	SUB	Execute	captures screenshots	ACTION
The script	SUB	Have	Obfuscated Base64 String	OBF
Invoke-Expression	COMMAND	Have	$env:temp\Get-Content.PS1	EXE
The script	SUB	Download	upd.exe	EXE
VBScript file	FILE	Use	Windows Scripting Host	WAPI
byte array	DATA	Copied	allocated memory	MEMORY
The script	SUB	Use	IO.Compression.DeflateStream	WAPI
The script	SUB	Execute	.NET assembly	WAPI
The script	SUB	Collect	entire screen	PVI
a Discord API	FUNCTION	Have	a Webhook URL	URL
The script	SUB	Execute	XOR Encryption	OBF
Start-Sleep	Start-Sleep COMMAND	Execute	3 seconds of pause	SLEEP
The script	SUB	Have	infinite loop	LOOP
The script	SUB	Access	CommonDocuments folder	FOLDER
script	SUB	Write	$env:APPDATA\Kematian\out*.jpg	FILE
The script	SUB	Create	temporary file	PATH
The script	SUB	Receive	ASCII-encoded strings	DATA
Invoke-Expression	COMMAND	Have	-Bind	PARAMETER
tmp44CC.tmp	FILE	Hosted	AppData\Local\Temp	PATH
scheduled task	TASK	Execute	VBScript	EXE
The script	SUB	Create	thread	PROCESS
The script	SUB	Use	Obfuscated variable names	OBF
The script	SUB	Performs	XOR operation	ACTION
The script	SUB	Create	'C:\ProgramData\YWGCNHBTTYGDVSHYYNDAIO'	PATH
The script	SUB	Use	system's web proxy	PROXY
The script	SUB	Collect	Username	PVI
script	SUB	Access	webcam	DEVICE
Invoke-Expression	COMMAND	Have	iex	PARAMETER
hardcoded credentials	PARAMETER	Connect	srsmsb01@gmail.com	URL
Report.ps1	EXE	Decode	hex string	DATA
The script	SUB	Allocate	memory	MEMORY
The script	SUB	EXECUTE	Here	FUNCTION
files with random names	FILE	Have Name	random names	RANDOM STRING
The script	SUB	Execute	decoded string $cc	DATA
The script	SUB	Execute	-eC	PARAMETER
The script	SUB	Create	Loader.vbs	EXE
Run.BAT	FILE	Hosted	C:\Users\Public\Run\	PATH
getit function	FUNCTION	Download	Facexbbook.exbxexb	FILE
The script	SUB	Dencrypt	ASCII encoding	OBF
The script	SUB	Download	lsma12.exe	EXE
The script	SUB	Set	Spoofed user-agent string	PARAMETER
the script	SUB	Have	dischat function	FUNCTION
The script	SUB	Execute	WD.bat	EXE
The script	SUB	Use	Obfuscation	OBF
The script	SUB	Decrypt	obfuscated byte sequence	OBF
The script	SUB	Create	PDF.ps1	EXE
The script	SUB	Have	base64-encoded string `$XyybdfuQWuefStm`	OBF
$pe	PARAMETER	Load	dynamic assembly	CODE
The script	SUB	Download	https://radiocatolicalavozdedios.com/wp-includes/IXR/.en/C398574834rM.txt	URL
The script	SUB	Access	C:\Windows\Microsoft.NET\Framework\v4.0.30319\aspnet_compiler.exe	EXE
The script	SUB	Downloads and Executes	client32.exe	EXE
kernel32.dll	DLL	Have	VirtualAlloc	WAPI
The script	SUB	Execute	XSJYEGLBUOZEHBTNLNLSOU.ps1	EXE
PowerShell script (JJVXCDAUCHAIHBIEPXDBCS.ps1)	EXE	Create	scheduled task	TASK
VirtualAlloc	WAPI	Allocate	executable memory	MEMORY
Base64-encoded string	OBF	Dencrypt	decoded data	DATA
The script	SUB	Use	WindowsRuntime content type	OBF
The script	SUB	Extract	$2tP2ESoz	$uzLJuErm	PATH
The script	SUB	Collect	IP address	IP
The script	SUB	Have	Base64 Encoded Payload	OBF
The script	SUB	Load	WindowsBase	ASSEMBLY
The script	SUB	Define	GetDelegateForFunctionPointer	FUNCTION
The script	SUB	Encrypt	Base64 Encoded Command	OBF
QYZZDAOKPZUJIKAFEZWZDV.vbs	VBS	Execute	malicious PowerShell script	EXE
The script	SUB	Have	long byte sequences	OBF
The script	SUB	Send	collected privacy data	PVI	hardcoded server IP address	IP ADDRESS
The script	SUB	Create	files with random names	FILE
The script	SUB	Delete	scheduled task 'det'	TASK
The script	SUB	Create	batch file 1.bat	EXE
Data	DATA	CopiedTo	executable memory	MEMORY
C:/nkll/	PATH	Have	Hidden	HIDDEN PROPERTY
files	FILE	Hosted	C:\\ProgramData	ProgramData PATH
Screenshot.vbs	EXE	Hosted	C:\ProgramData\Document	ProgramData PATH
1.bat	FILE	Save	C:\ProgramData\log	LOG
The script	SUB	Use	hardcoded credentials	ENCRYPTED PARAMETER
scheduled task	TASK	Named	UpdateTask	TASK_NAME
The script	SUB	Have	-nop	BYPASS PARAMETER
system information	PVI	Include	current date	PVI
The script	SUB	Bypass	User Account Control	AUTHENTIFICATION
The script	SUB	Have	-EncodedCommand	EncodedCommand PARAMETER
The script	SUB	Have	on error resume next	LOOP
The script	SUB	Execute	retrieved string as PowerShell command	PS COMMAND
The script	SUB	Collect	ACL data	PVI
The script	SUB	EXECUTE	update.exe	EXE
The script	SUB	Create	alias '8n953bcf7u4otjrsqagxh2kzyi06ldmw'	ALIAS
The script	SUB	Create	WD.vbs	EXE
max.exe	EXE	Hosted	c:\windows\debug	SYSTEM PATH
The script	SUB	Have	$GB	OBF
The script	SUB	Send	output with PS prefix	DATA
System.IO.Compression.DeflateStream	COMMAND	DECOMPRESS	encoded data	OBF
The script	SUB	Have	VirtualAlloc	WAPI
The script	SUB	Create	scheduled task 'coinmarketcap'	TASK
infinite loop	LOOP	Wait	Ctrl + C or Ctrl + X key press	EVENT
The script	SUB	Load	DLL ($ajsidjasidviajasidjaisjdjaisjd)	EXE
zip file	COMPRESSED FILE	SentTo	Discord webhook	EXTERNAL SERVICE
The script	SUB	Decrypt	base64 encoded strings	OBF
The script	SUB	Create	random directory	PATH
The script	SUB	Use	Base64 encoded data	OBF
The script	SUB	Execute	WmiMgmt.msc	EXE
The script	CLASS	Use	VirtualAlloc	WAPI
Discord API	FUNCTION	Connect	Webhook URL	URL
C:\Users\Owner\AppData\Local\Temp\tmpECC8.tmp	TEMP FILE	Have	stored passwords	PVI
$JLHptGzhl	DATA	Contain	shellcode	EXE
The script	SUB	Execute	Get-NetAdapter	COMMAND
The script	SUB	Escalate	User Account Control (UAC)	ACCESS LEVEL
scheduled task	TASK	Execute	every 3 minutes	FREQUENCY
The script	SUB	Execute	Sleep 1	SLEEP
The script	SUB	Execute	start-sleep commands	SLEEP
The script	SUB	Execute	Invoke-WebRequest	WebRequest COMMAND
The script	SUB	Use	RC4 encryption algorithm	OBF
The script	SUB	Check	pointer size is 8	POINTER SIZE
The script	SUB	Collect	Computer name	PVI
The script	SUB	Collect	user's clipboard	PVI
The script	SUB	Monitor	Ctrl + C	KEYBOARD ACTION
The script	SUB	OBF	Base64 or hexadecimal encoded data	OBF
The script	SUB	Save	C:\Windows\SERVIC~1\MSSQL$~1\AppData\Local\Temp\RJD5UYNO.exe	EXE
rentolimanakasipondoromontipuno	FUNCTION	Have Name	random strings	RANDOM STRING
The script	SUB	Create	result.zip	COMPRESSED FILE
a file	EXE	Hosted	https://cdn-us-tech.wtf-system-4759011.workers.dev	URL
The script	SUB	Create	$env:temp\keylogger.txt	FILE
The script	SUB	ADD REFERENCE TO	System.Windows.Forms.dll	NET assembly
The script	SUB	Decrypt	response	RESPONSE OF WEB QUEST
The script	SUB	Execute	Seg.txt	FILE
PowerShell script imcq.ps1	EXE	Execute	Run in hidden mode	HIDDEN MODE
The script	SUB	Wait	15 seconds	Time
VirtualAlloc	WAPI	Allocate	memory	MEMORY
The script	SUB	Create	YWGCNHBTTYGDVSHYYNDAIO.ps1	EXE	
http://ozzoeyi/index.php?5964824458645864581	FILE	Hosted	http://ozzoeyi	URL
The script	SUB	Use	$sc	OBF
access token	ACCESS TOKEN	SentTo	Dropbox account	EXTERNAL SERVICE
The script	SUB	Write	install.ps1	EXE
GoogleUpdate.ps1	EXE	Hosted	https://invitadoscarlsjr.mx/.POP/.A.jpg	REMOTE FILE
https://invitadoscarlsjr.mx/.POP/.A.jpg	REMOTE FILE	Hosted	https://invitadoscarlsjr.mx/.POP	URL
The script	SUB	Execute	downloaded file	EXE
arguments	PARAMETER	ReferTo	caspol.exe	COMMAND
The script	SUB	Terminate	browser processes	PROCESS
$rNAjWamiWZfJuX	OBF	Have	complex method	FUNCTION
XX.PS1	EXE	Have	obfuscated PowerShell code	OBF
The script	SUB	Use	Reflective DLL Injection	Reflective DLL Injection ACTION
P/Invoke	WAPI	Import	VirtualAlloc	WAPI
Script	SUB	Include	Sleep command	SLEEP
The script	SUB	Write	.PS1 files	EXE
The script	SUB	Call	func_get_proc_address	FUNCTION
The script	SUB	Have	heavily obfuscated code	OBF
Zip file	COMPRESSED FILE	Have	Random password	PASSWORD
The script	SUB	Connect	htn8v6pprexbssplayy.com	URL
The script	SUB	Use	complex encoding scheme	OBF
The script	SUB	Have	-w hidden	BYPASS PARAMETER
The script	SUB	Have	base64 encoding	OBF
Base64 Encoded Binary Data	OBF	Decoded	malicious code	EXE
1.exe	EXE	Hosted	http://185.244.11.103/1.exe	URL
The script	SUB	Create	$GvyxHVFaoQz	OBF
The script	SUB	Terminate	mshta	PROCESS
The script	SUB	Define	asceeeeeeeeeeeeeeee	FUNCTION
files	FILE	Saved	C:\ProgramData	PATH
Pictures.vbs	EXE	Execute	PowerShell script	PS COMMAND
IEX	COMMAND	Execute	the downloaded file	FILE
The script	SUB	Have	-NoP	BYPASS PARAMETER
The namespace toooyou	NAMESPACE	Have	the Black method	FUNCTION
The script	SUB	Use	ALOSHDOX32FESGSEGYBTVSRASWARBVAAARVWWV function	FUNCTION
The script	SUB	Import	.NET assembly from $BOOKS	ASSEMBLY
PowerShell	PS COMMAND	Use	/w 1	PARAMETER
install.vbs	EXE	Hosted	user's AppData folder	USER APPDATA PATH
Foreach-Object	LOOP	Read	payload	DATA
The script	SUB	Connect	https://www.minpic.de/k/bjim/sx9x9/	URL
Invoke-Expression	IEX COMMAND	Execute	decoded byte array	DATA
The script	SUB	Execute	commands	COMMAND
Start-Process	COMMAND	Have	-WindowStyle Hidden	BYPASS PARAMETER
The script	SUB	Create	cgihvzm.ps1	EXE
iex	IEX COMMAND	Download	1.exe	EXE
The script	SUB	Have	obfuscated byte sequence	OBF
The script	SUB	Delete	'adobe' directory	PATH
The script	SUB	Connect	$serv	EXTERNAL SERVICE
The script	SUB	Use	base64 and hexadecimal encoding	ENCRYPTION ACTION
The script	SUB	Have	sleep timer	SLEEP
The script	SUB	Use	Reflective DLL Injection	Reflective DLL Injection ACTION
The script	SUB	Execute	data from connection	DATA
The script	SUB	Execute	decapodvsWW.exe	EXE
specific file types	FILE	UploadedTo	Dropbox account	EXTERNAL SERVICE
$kgjFavhe	OBF	Is	shellcode	EXE
The script	SUB	Check	pointer size	POINTER SIZE
The script	SUB	Execute	Start-Sleep	SLEEP
The script	SUB	Save	Loader.vbs	EXE
Start-Sleep	COMMAND	Have	-Seconds 270	TIME
The script	SUB	Have	byte array `$JTlRGFdlQ`	OBF
Web Requests	WEB REQUEST	Connect	rockslootni.com	URL
The script	SUB	Use	Start-Job	COMMAND
The script	SUB	Check	PowerShell version >= 3	VERSION
downloaded executables	EXE	Loaded	memory	MEMORY
The script	SUB	Execute	add an integer number to ASCII values of characters	OBF
The script	SUB	Copy	$juzfytNGBOpHp	MEMORY
The script	SUB	Create	C:\s.exe	EXE
assembly from base64 string	ASSEMBLY	Contain	main function	FUNCTION
The script	SUB	Execute	Payload in memory	DATA
delegate	DELEGATE	Execute	code in memory	CODE
The script	SUB	Create	alias 'cu' for 'j'	ALIAS
The script	SUB	Write	PowerShell script (BT.ps1)	EXE
The script	SUB	Execute	C:\Windows\Microsft.NET\Framework\v4.0.30319\RegSvcs.exe	Register NET service ACTION
WD.vbs	EXE	Hosted	directory in C:\ProgramData\WD	ProgramData PATH
The script	SUB	Connect	update-ledger.net	EXTERNAL URL
The script	SUB	Have	-ExecutionPolicy Bypass	PARAMETER
PowerShell process	PS COMMAND	Have	hidden window	BYPASS PARAMETER
